ts_001 | 百战不殆 | undefined
ts_510 | 冲阵摧众 | 【尔朱荣】T1精锐·三势精修·势create·优局专属
ts_511 | 并阵夹击 | 【尔朱荣】T1精锐·三势精修·势create·均局专属
ts_512 | 溃军斩将 | 【尔朱荣】T1精锐·三势精修·势create·劣局专属
ts_513 | 待劳摧锐 | 【论钦陵】T1精锐·三势精修·势create·优局专属
ts_514 | 据高遏骑 | 【论钦陵】T1精锐·三势精修·势create·均局专属
ts_515 | 间道逆摧 | 【论钦陵】T1精锐·三势精修·势create·劣局专属
ts_516 | 两蹶摧锋 | 【李定国】T1精锐·三势精修·势reverse·优局专属
ts_517 | 伏山断道 | 【李定国】T1精锐·三势精修·势reverse·均局专属
ts_518 | 焚舟死战 | 【李定国】T1精锐·三势精修·势reverse·劣局专属
ts_519 | 雪岭摧垒 | 【巴都尔萨野】T1精锐·三势精修·势create·优局专属
ts_520 | 断道截粮 | 【巴都尔萨野】T1精锐·三势精修·势create·均局专属
ts_521 | 散兵扰后 | 【巴都尔萨野】T1精锐·三势精修·势create·劣局专属
ts_522 | 象蹈摧坚 | 【莽应龙】T1精锐·三势精修·势create·优局专属
ts_523 | 象阵扰敌 | 【莽应龙】T1精锐·三势精修·势create·均局专属
ts_524 | 逆锋摧追 | 【莽应龙】T1精锐·三势精修·势create·劣局专属
ts_525 | 兵雄摧阵 | 【摩诃末】T1精锐·三势精修·势create·优局专属
ts_526 | 退避疲敌 | 【摩诃末】T1精锐·三势精修·势create·均局专属
ts_527 | 散众溃围 | 【摩诃末】T1精锐·三势精修·势create·劣局专属
ts_528 | 建帐摧敌 | 【骨力裴罗】T1精锐·三势精修·势create·优局专属
ts_529 | 纵骑扰后 | 【骨力裴罗】T1精锐·三势精修·势create·均局专属
ts_530 | 盟兵共御 | 【骨力裴罗】T1精锐·三势精修·势create·劣局专属
ts_531 | 黑旗摧阵 | 【吉亚斯丁】T1精锐·三势精修·势create·优局专属
ts_532 | 重骑截锋 | 【吉亚斯丁】T1精锐·三势精修·势create·均局专属
ts_533 | 据垒疲敌 | 【吉亚斯丁】T1精锐·三势精修·势create·劣局专属
ts_534 | 绝漠掩袭 | 【窦宪】T1精锐·三势精修·势create
ts_535 | 驱牧扰敌 | 【窦宪】T1精锐·三势精修·势leverage
ts_536 | 散骑断后 | 【窦宪】T1精锐·三势精修·势reverse
ts_537 | 设伏摧锋 | 【先轸】T1精锐·三势精修·势create
ts_538 | 退师崩敌 | 【先轸】T1精锐·三势精修·势leverage
ts_539 | 陷阵死战 | 【先轸】T1精锐·三势精修·势reverse
ts_540 | 飞骑蹙敌 | 【李成梁】T1精锐·三势精修·势create
ts_541 | 诱锋夹围 | 【李成梁】T1精锐·三势精修·势leverage
ts_542 | 据寨疲敌 | 【李成梁】T1精锐·三势精修·势reverse
ts_543 | 回军袭阵 | 【李成桂】T1精锐·三势精修·势create
ts_544 | 持重伺隙 | 【李成桂】T1精锐·三势精修·势leverage
ts_545 | 佯北诱截 | 【李成桂】T1精锐·三势精修·势reverse
ts_546 | 如墙摧阵 | 【完颜宗弼】T1精锐·三势精修·势create
ts_547 | 分道耗敌 | 【完颜宗弼】T1精锐·三势精修·势leverage
ts_548 | 溃围整众 | 【完颜宗弼】T1精锐·三势精修·势reverse
ts_549 | 控弦摧阵 | 【哈斯木】T1精锐·三势精修·势create
ts_550 | 散骑扰后 | 【哈斯木】T1精锐·三势精修·势leverage
ts_551 | 退避诱深 | 【哈斯木】T1精锐·三势精修·势reverse
ts_552 | 锐骑摧坚 | 【固始汗】T1精锐·三势精修·势create
ts_553 | 迂道截援 | 【固始汗】T1精锐·三势精修·势leverage
ts_554 | 凭险却敌 | 【固始汗】T1精锐·三势精修·势reverse
ts_555 | 复土摧敌 | 【雍笈牙】T1精锐·三势精修·势create
ts_556 | 散兵袭扰 | 【雍笈牙】T1精锐·三势精修·势leverage
ts_557 | 笼城挫敌 | 【雍笈牙】T1精锐·三势精修·势reverse
ts_558 | 以弱摧强 | 【黎利】T1精锐·三势精修·势create
ts_559 | 伏林截道 | 【黎利】T1精锐·三势精修·势leverage
ts_560 | 散众游扰 | 【黎利】T1精锐·三势精修·势reverse
ts_561 | 鼓行摧阵 | 【耶律阿保机】T1精锐·三势精修·势create
ts_562 | 纵骑扰敌 | 【耶律阿保机】T1精锐·三势精修·势leverage
ts_563 | 据垒整众 | 【耶律阿保机】T1精锐·三势精修·势reverse
ts_564 | 胡服摧阵 | 【赵武灵王】T1精锐·三势精修·势create
ts_565 | 轻骑扰边 | 【赵武灵王】T1精锐·三势精修·势leverage
ts_566 | 塞道遏敌 | 【赵武灵王】T1精锐·三势精修·势reverse
ts_567 | 合兵摧垒 | 【仆固怀恩】T1精锐·三势精修·势create
ts_568 | 谍间离敌 | 【仆固怀恩】T1精锐·三势精修·势leverage
ts_569 | 回军断后 | 【仆固怀恩】T1精锐·三势精修·势reverse
ts_570 | 并力摧坚 | 【努尔哈赤】T1精锐·三势精修·势create
ts_571 | 诱敌分兵 | 【努尔哈赤】T1精锐·三势精修·势leverage
ts_572 | 据险整旅 | 【努尔哈赤】T1精锐·三势精修·势reverse
ts_573 | 长驱摧敌 | 【朱棣】T1精锐·三势精修·势create
ts_574 | 持重挫敌 | 【朱棣】T1精锐·三势精修·势leverage
ts_575 | 间道突围 | 【朱棣】T1精锐·三势精修·势reverse
ts_576 | 风卷摧阵 | 【绰儿马罕】T1精锐·三势精修·势create
ts_577 | 假道迂袭 | 【绰儿马罕】T1精锐·三势精修·势leverage
ts_578 | 散骑遏追 | 【绰儿马罕】T1精锐·三势精修·势reverse
ts_579 | 奇兵斩首 | 【织田信长】T1精锐·三势精修·势create
ts_580 | 诱敌夹击 | 【织田信长】T1精锐·三势精修·势leverage
ts_581 | 笼城耗敌 | 【织田信长】T1精锐·三势精修·势reverse
ts_582 | 扼险摧锋 | 【哈里辛格】T1精锐·三势精修·势create
ts_583 | 据山遏骑 | 【哈里辛格】T1精锐·三势精修·势leverage
ts_584 | 散卒扰后 | 【哈里辛格】T1精锐·三势精修·势reverse
ts_585 | 鸳鸯阵摧 | 【戚继光】T1精锐·三势精修·势create
ts_586 | 叠阵疲敌 | 【戚继光】T1精锐·三势精修·势leverage
ts_587 | 叠垒退敌 | 【戚继光】T1精锐·三势精修·势reverse
ts_588 | 摧锋定难 | 【李晟】T1精锐·三势精修·势create
ts_589 | 间道截粮 | 【李晟】T1精锐·三势精修·势leverage
ts_590 | 孤军死战 | 【李晟】T1精锐·三势精修·势reverse
ts_591 | 摧枯破险 | 【司马错】T1精锐·三势精修·势create
ts_592 | 假道伐交 | 【司马错】T1精锐·三势精修·势leverage
ts_593 | 据险退师 | 【司马错】T1精锐·三势精修·势reverse
ts_594 | 号令摧阵 | 【社仑】T1精锐·三势精修·势create
ts_595 | 纵骑疲敌 | 【社仑】T1精锐·三势精修·势leverage
ts_596 | 溃走聚众 | 【社仑】T1精锐·三势精修·势reverse
ts_597 | 倾国摧坚 | 【王翦】T1精锐·三势精修·势create
ts_598 | 深垒疲敌 | 【王翦】T1精锐·三势精修·势leverage
ts_599 | 遣间离敌 | 【王翦】T1精锐·三势精修·势reverse
ts_600 | 突骑摧阵 | 【桑贾尔】T1精锐·三势精修·势create
ts_601 | 分道夹截 | 【桑贾尔】T1精锐·三势精修·势leverage
ts_602 | 据垒耗敌 | 【桑贾尔】T1精锐·三势精修·势reverse
ts_603 | 不战屈敌 | 【王忠嗣】T1精锐·三势精修·势create
ts_604 | 持重俟机 | 【王忠嗣】T1精锐·三势精修·势leverage
ts_605 | 塞道遏锋 | 【王忠嗣】T1精锐·三势精修·势reverse
ts_606 | 鸦军突陷 | 【李克用】T1精锐·三势精修·势create·优
ts_607 | 诱锋合击 | 【李克用】T1精锐·三势精修·势create·均
ts_608 | 聚溃断后 | 【李克用】T1精锐·三势精修·势create·劣
ts_609 | 义旗摧阵 | 【张议潮】T1精锐·三势精修·势create·优
ts_610 | 间道扰敌 | 【张议潮】T1精锐·三势精修·势create·均
ts_611 | 婴城挫锐 | 【张议潮】T1精锐·三势精修·势create·劣
ts_612 | 驱象破阵 | 【纳黎萱】T1精锐·三势精修·势create·优
ts_613 | 林沼伏击 | 【纳黎萱】T1精锐·三势精修·势create·均
ts_614 | 逆锋断后 | 【纳黎萱】T1精锐·三势精修·势create·劣
ts_615 | 席卷奔突 | 【松赞干布】T1精锐·三势精修·势create·优
ts_616 | 诱敌设伏 | 【松赞干布】T1精锐·三势精修·势create·均
ts_617 | 据山遏敌 | 【松赞干布】T1精锐·三势精修·势create·劣
ts_618 | 勒骑摧阵 | 【阿史那土门】T1精锐·三势精修·势create·优
ts_619 | 分道合击 | 【阿史那土门】T1精锐·三势精修·势create·均
ts_620 | 远遁保众 | 【阿史那土门】T1精锐·三势精修·势create·劣
ts_621 | 长驱破垒 | 【俺答汗】T1精锐·三势精修·势create·优
ts_622 | 纵骑袭扰 | 【俺答汗】T1精锐·三势精修·势create·均
ts_623 | 佯北诈截 | 【俺答汗】T1精锐·三势精修·势create·劣
ts_624 | 乘虚捣隙 | 【也先】T1精锐·三势精修·势create·优
ts_625 | 迂道夹截 | 【也先】T1精锐·三势精修·势create·均
ts_626 | 断后整旅 | 【也先】T1精锐·三势精修·势create·劣
ts_627 | 摧军擒酋 | 【苏定方】T1精锐·三势精修·势create·优
ts_628 | 间道奇袭 | 【苏定方】T1精锐·三势精修·势create·均
ts_629 | 背水死战 | 【苏定方】T1精锐·三势精修·势create·劣
ts_630 | 凭险歼锐 | 【韦皋】T1精锐·三势精修·势create·优
ts_631 | 纵间离敌 | 【韦皋】T1精锐·三势精修·势create·均
ts_632 | 闭垒疲敌 | 【韦皋】T1精锐·三势精修·势create·劣
ts_633 | 庙算先胜 | 【孙武】T1精锐·三势精修·势create·优
ts_634 | 因形用兵 | 【孙武】T1精锐·三势精修·势create·均
ts_635 | 示弱骄敌 | 【孙武】T1精锐·三势精修·势create·劣
ts_636 | 席卷摧坚 | 【速不台】T1精锐·三势精修·势create·优
ts_637 | 假道潜袭 | 【速不台】T1精锐·三势精修·势create·均
ts_638 | 佯北设伏 | 【速不台】T1精锐·三势精修·势create·劣
ts_639 | 巧袭夺城 | 【吕蒙】T1精锐·三势精修·势leverage·优
ts_640 | 伪病懈敌 | 【吕蒙】T1精锐·三势精修·势leverage·均
ts_641 | 固垒御敌 | 【吕蒙】T1精锐·三势精修·势leverage·劣
ts_642 | 袭帐破阵 | 【阿热】T1精锐·三势精修·势create·优
ts_643 | 纵骑扰境 | 【阿热】T1精锐·三势精修·势create·均
ts_644 | 间道远遁 | 【阿热】T1精锐·三势精修·势create·劣
ts_645 | 以寡破盟 | 【耶律大石】T1精锐·三势精修·势create·优
ts_646 | 间使间敌 | 【耶律大石】T1精锐·三势精修·势create·均
ts_647 | 收残再起 | 【耶律大石】T1精锐·三势精修·势create·劣
ts_648 | 鸣镝摧阵 | 【冒顿】T1精锐·三势精修·势create·优
ts_649 | 诱敌示弱 | 【冒顿】T1精锐·三势精修·势create·均
ts_650 | 退避骄敌 | 【冒顿】T1精锐·三势精修·势create·劣
ts_651 | 虎穴夺机 | 【班超】T1精锐·三势精修·势create·优
ts_652 | 纵火乱敌 | 【班超】T1精锐·三势精修·势create·均
ts_653 | 坚壁挫敌 | 【班超】T1精锐·三势精修·势create·劣
ts_654 | 廓清摧坚 | 【徐达】T1精锐·三势精修·势create·优
ts_655 | 持重耗敌 | 【徐达】T1精锐·三势精修·势create·均
ts_656 | 间道脱围 | 【徐达】T1精锐·三势精修·势create·劣
ts_657 | 连城横扫 | 【乐毅】T1精锐·三势精修·势create·优
ts_658 | 分兵疲敌 | 【乐毅】T1精锐·三势精修·势create·均
ts_659 | 缓攻懈敌 | 【乐毅】T1精锐·三势精修·势create·劣
ts_660 | 乘胜逐北 | 【耶律休哥】T1精锐·三势精修·势create·优
ts_661 | 伏隘截击 | 【耶律休哥】T1精锐·三势精修·势create·均
ts_662 | 深垒耗锐 | 【耶律休哥】T1精锐·三势精修·势create·劣
ts_663 | 铁骑陷阵 | 【慕容皝】T1精锐·三势精修·势create·优
ts_664 | 设伏两击 | 【慕容皝】T1精锐·三势精修·势create·均
ts_665 | 据险却敌 | 【慕容皝】T1精锐·三势精修·势create·劣
ts_666 | 摧坚擒酋 | 【完颜娄室】T1精锐·三势精修·势create·优
ts_667 | 诱敌调兵 | 【完颜娄室】T1精锐·三势精修·势create·均
ts_668 | 严垒遏溃 | 【完颜娄室】T1精锐·三势精修·势create·劣
ts_669 | 励志克城 | 【耿弇】T1精锐·三势精修·势create·优
ts_670 | 持重候隙 | 【耿弇】T1精锐·三势精修·势create·均
ts_671 | 溃围求援 | 【耿弇】T1精锐·三势精修·势create·劣
ts_672 | 鹰扬破阵 | 【姬发】T1精锐·三势精修·势create·优
ts_673 | 盟誓合兵 | 【姬发】T1精锐·三势精修·势create·均
ts_674 | 据垒待援 | 【姬发】T1精锐·三势精修·势create·劣
ts_675 | 凭坚歼锋 | 【袁崇焕】T1精锐·三势精修·势create·优
ts_676 | 塞道遏骑 | 【袁崇焕】T1精锐·三势精修·势create·均
ts_677 | 死士突摧 | 【袁崇焕】T1精锐·三势精修·势create·劣
ts_678 | 府兵摧锋 | 【宇文泰】T0/T1精锐·三势精修·势create·优
ts_679 | 分军迭进 | 【宇文泰】T0/T1精锐·三势精修·势create·均
ts_680 | 铁骑横扫 | 【帖木儿】T0/T1精锐·三势精修·势create·优
ts_681 | 佯退伏截 | 【帖木儿】T0/T1精锐·三势精修·势create·均
ts_682 | 严阵挫锐 | 【帖木儿】T0/T1精锐·三势精修·势create·劣
ts_683 | 出奇袭虚 | 【石达开】T0/T1精锐·三势精修·势create·优
ts_684 | 谷伏截道 | 【石达开】T0/T1精锐·三势精修·势create·均
ts_685 | 流军游扰 | 【石达开】T0/T1精锐·三势精修·势create·劣
ts_686 | 据险持重 | 【据险持重】三势精修·均局
ts_687 | 步阵遏骑 | 【步阵遏骑】三势精修·均局
ts_688 | 设伏疲敌 | 【设伏疲敌】三势精修·均局
ts_689 | 游骑扰阵 | 【游骑扰阵】三势精修·均局
ts_690 | 周旋疲敌 | 【周旋疲敌】三势精修·均局
ts_691 | 联部破盟 | 【联部破盟】三势精修·均局
ts_692 | 越险掩袭 | 【越险掩袭】三势精修·均局
ts_693 | 绝漠追袭 | 【绝漠追袭】三势精修·均局
ts_694 | 连郡拒敌 | 【连郡拒敌】三势精修·均局
ts_695 | 阵变惑敌 | 【阵变惑敌】三势精修·均局
ts_696 | 飘忽袭扰 | 【飘忽袭扰】三势精修·均局
ts_697 | 骄兵诱溃 | 【骄兵诱溃】三势精修·均局
ts_698 | 驰突扰阵 | 【驰突扰阵】三势精修·均局
ts_699 | 火器遏冲 | 【火器遏冲】三势精修·均局
ts_700 | 诱敌据险 | 【诱敌据险】三势精修·均局
ts_701 | 纵间戕帅 | 【纵间戕帅】三势精修·均局
ts_702 | 倍道袭擒 | 【倍道袭擒】三势精修·优局
ts_703 | 恩威抚讨 | 【恩威抚讨】三势精修·优局
ts_704 | 据垒固守 | 【据垒固守】三势精修·优局
ts_705 | 伏锐歼敌 | 【伏锐歼敌】三势精修·优局
ts_706 | 钓野诱歼 | 【钓野诱歼】三势精修·优局
ts_707 | 草人诱射 | 【草人诱射】三势精修·优局
ts_708 | 石炮摧锋 | 【石炮摧锋】三势精修·优局
ts_709 | 据险摧敌 | 【据险摧敌】三势精修·优局
ts_710 | 斩将肃阵 | 【斩将肃阵】三势精修·劣局
ts_711 | 穷搜死战 | 【穷搜死战】三势精修·劣局
ts_712 | 溃师复振 | 【溃师复振】三势精修·劣局
ts_713 | 据险死拒 | 【据险死拒】三势精修·劣局
ts_714 | 攻坚摧碉 | 【攻坚摧碉】三势精修·劣局
ts_715 | 矫制绝诛 | 【矫制绝诛】三势精修·劣局
ts_716 | 据城退敌 | 【据城退敌】三势精修·劣局
ts_717 | 刮骨溃围 | 【刮骨溃围】三势精修·劣局
ts_718 | 据垒死守 | 【据垒死守】三势精修·劣局
ts_719 | 火攻溃围 | 【火攻溃围】三势精修·劣局
ts_720 | 整众反击 | 【整众反击】三势精修·劣局
ts_721 | 据险歼锐 | 【据险歼锐】三势精修·劣局
ts_722 | 孤军渡江 | 【孤军渡江】三势精修·劣局
ts_723 | 陷阵摧锋 | 【陷阵摧锋】三势精修·劣局
ts_724 | 誓师济河 | 【誓师济河】三势精修·劣局
ts_725 | 绝域摧锋 | 【绝域摧锋】三势精修·劣局
ts_726 | 先登强弩 | 【先登强弩】三势精修·劣局
ts_727 | 轻锐扰阵 | 【轻锐扰阵】三势精修·均局
ts_728 | 孤军死斗 | 【孤军死斗】三势精修·劣局
ts_729 | 坚壁养锐 | 【坚壁养锐】三势精修·均局
ts_730 | 持重待疲 | 【持重待疲】三势精修·劣局
ts_731 | 奇袭摧阵 | 【奇袭摧阵】三势精修·优局
ts_732 | 断后殉节 | 【断后殉节】三势精修·劣局
ts_733 | 驰骋扰阵 | 【驰骋扰阵】三势精修·均局
ts_734 | 驰掠脱困 | 【驰掠脱困】三势精修·劣局
ts_735 | 轻骑驰扰 | 【轻骑驰扰】三势精修·均局
ts_736 | 孤军力斗 | 【孤军力斗】三势精修·劣局
ts_737 | 伏隘摧锋 | 【伏隘摧锋】三势精修·优局
ts_738 | 疑兵惑敌 | 【疑兵惑敌】三势精修·均局
ts_739 | 陷阵摧坚 | 【陷阵摧坚】三势精修·优局
ts_740 | 整军挫锐 | 【整军挫锐】三势精修·劣局
ts_741 | 八百壮士 | undefined
ts_742 | 孤注一掷 | undefined
ts_743 | 断道绝险 | undefined
ts_744 | 暗渡陈仓 | undefined
ts_745 | 引蛇出洞 | undefined
ts_746 | 白马救围 | undefined
ts_747 | 平地起雷 | undefined
ts_748 | 围魏救赵 | undefined
ts_749 | 威震逍遥 | undefined
ts_750 | 敲山震虎 | undefined
ts_751 | 退避三舍 | undefined
ts_752 | 结营凭险 | undefined
ts_753 | 按甲休兵 | undefined
ts_754 | 偃旗息鼓 | undefined
ts_755 | 刮骨疗毒 | undefined
ts_756 | 单刀赴会 | undefined
ts_757 | 壁垒森严 | undefined
ts_758 | 坚如磐石 | undefined
ts_759 | 反客为主 | undefined
ts_760 | 临阵倒戈 | undefined
ts_761 | 草船借箭 | undefined
ts_762 | 借东风势 | undefined
ts_763 | 移花接木 | undefined
ts_764 | 减灶诱敌 | undefined
ts_765 | 火烧连营 | undefined
ts_766 | 请君入瓮 | undefined
ts_767 | 借力打力 | undefined
ts_768 | 诱敌伏击 | undefined
ts_769 | 连环妙计 | undefined
ts_770 | 锦囊妙计 | undefined
ts_771 | 纸上谈兵 | undefined
ts_772 | 割须弃袍 | undefined
ts_773 | 辕门射戟 | undefined
ts_774 | 击鼓骂曹 | undefined
ts_775 | 兵不厌诈 | undefined
ts_776 | 反间奇谋 | undefined
ts_777 | 备边固守 | 【妇好】势create·劣局专属
ts_778 | 林伏脱身 | 【百地丹波】势reverse·劣局专属
ts_779 | 鹤城殉节 | 【蒲生氏乡】势reverse·劣局专属
ts_780 | 金城御海 | 【金首露】势reverse·劣局专属
ts_781 | 河畔聚部 | 【孛端察儿】势reverse·劣局专属
ts_782 | 南道自固 | 【莎车贤】势reverse·劣局专属
ts_783 | 谷隘拒侵 | 【谢尔】势reverse·劣局专属
ts_784 | 摄政据隘 | 【第巴桑结嘉措】势reverse·劣局专属
ts_785 | 遣防据险 | 【桑杰嘉措】势reverse·劣局专属
ts_786 | 平叛定贼 | 【高升泰】势reverse·劣局专属
ts_787 | 退据美山 | 【制蓬峨】势create·劣局专属
ts_788 | 徼徼存众 | 【爨习】势reverse·劣局专属
ts_789 | 刎颈存城 | 【巴蔓子】势reverse·劣局专属
ts_790 | 败走存氐 | 【杨难当】势create·劣局专属
ts_791 | 賨人助守 | 【范目】势reverse·劣局专属
ts_792 | 河湖死守 | 【颜真卿】势create·劣局专属
ts_793 | 林中保全 | 【图门吉尔嘎勒】势reverse·劣局专属
ts_794 | 真珠聚族 | 【都卡克】势reverse·劣局专属
ts_795 | 西北固守 | 【米南德】势create·劣局专属
ts_796 | 御边据险 | 【戈达尔兹】势reverse·劣局专属
